ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title,neg_log10_adjP,DEG_status
213524_s_at,9.01e-11,4.87e-12,7.9034427,16.8861391,1.94235084,G0S2,G0/G1 switch 2,10.0452752090209,Up
230964_at,9.17e-11,4.97e-12,-7.899415,16.8669363,-1.31565998,FREM2,FRAS1 related extracellular matrix protein 2,10.03763066433,Down
221085_at,9.19e-11,4.98e-12,7.8990453,16.865174,1.19677583,TNFSF15,tumor necrosis factor superfamily member 15,10.0366844886139,Up
201466_s_at,9.36e-11,5.09e-12,-7.8944771,16.8433966,-1.3798606,JUN,"Jun proto-oncogene, AP-1 transcription factor subunit",10.0287241512619,Down
229290_at,9.37e-11,5.1e-12,7.894221,16.8421759,1.65758084,DAPL1,death associated protein like 1,10.0282604091122,Up
215719_x_at,9.87e-11,5.39e-12,7.8827518,16.7875126,1.57389593,FAS,Fas cell surface death receptor,10.0056828473304,Up
201042_at,9.93e-11,5.42e-12,7.8813994,16.7810678,1.50162264,TGM2,transglutaminase 2,10.0030507515046,Up
204508_s_at,1.01e-10,5.52e-12,7.8777127,16.7635006,1.92348352,CA12,carbonic anhydrase 12,9.99567862621736,Up
205941_s_at,1.02e-10,5.56e-12,7.8762776,16.7566625,1.58350909,COL10A1,collagen type X alpha 1 chain,9.99139982823808,Up
214598_at,1.06e-10,5.82e-12,-7.8668381,16.7116921,-1.47258061,CLDN8,claudin 8,9.97469413473523,Down
202242_at,1.06e-10,5.79e-12,-7.8677154,16.7158715,-1.37986797,TSPAN7,tetraspanin 7,9.97469413473523,Down
204612_at,1.06e-10,5.82e-12,-7.8668615,16.7118038,-1.0274799,PKIA,"protein kinase (cAMP-dependent, catalytic) inhibitor alpha",9.97469413473523,Down
1556989_at,1.07e-10,5.88e-12,7.8646671,16.7013507,1.65410492,,,9.97061622231479,Up
218322_s_at,1.09e-10,6.01e-12,7.8601886,16.68002,1.23589226,ACSL5,acyl-CoA synthetase long-chain family member 5,9.96257350205938,Up
235171_at,1.09e-10,6.02e-12,-7.859672,16.6775596,-1.09953194,LOC100505501,uncharacterized LOC100505501,9.96257350205938,Down
210372_s_at,1.13e-10,6.22e-12,7.8529665,16.6456266,1.05227858,TPD52L1,tumor protein D52-like 1,9.94692155651658,Up
219250_s_at,1.16e-10,6.41e-12,7.8467347,16.6159545,1.74728519,FLRT3,fibronectin leucine rich transmembrane protein 3,9.93554201077308,Up
226618_at,1.2e-10,6.66e-12,7.83884,16.5783718,1.44220693,UBE2QL1,ubiquitin conjugating enzyme E2 Q family like 1,9.92081875395237,Up
205290_s_at,1.23e-10,6.85e-12,-7.8331181,16.5511376,-1.23060012,BMP2,bone morphogenetic protein 2,9.9100948885606,Down
226925_at,1.27e-10,7.09e-12,7.8260045,16.5172849,1.04888249,PXYLP1,2-phosphoxylose phosphatase 1,9.89619627904404,Up
204734_at,1.32e-10,7.36e-12,7.818287,16.4805654,1.01417437,KRT15,keratin 15,9.87942606879415,Up
230031_at,1.33e-10,7.41e-12,-7.8167093,16.4730596,-1.00410549,HSPA5,heat shock protein family A (Hsp70) member 5,9.87614835903291,Down
1558757_at,1.34e-10,7.52e-12,7.813696,16.4587253,1.08219763,C12orf49,chromosome 12 open reading frame 49,9.87289520163519,Up
1555725_a_at,1.37e-10,7.65e-12,7.8100463,16.4413653,1.33883736,RGS5,regulator of G-protein signaling 5,9.86327943284359,Up
204285_s_at,1.39e-10,7.82e-12,7.8055723,16.4200864,1.95368212,PMAIP1,phorbol-12-myristate-13-acetate-induced protein 1,9.85698519974591,Up
205549_at,1.46e-10,8.24e-12,-7.7946724,16.3682561,-1.3989292,PCP4,Purkinje cell protein 4,9.83564714421556,Down
222444_at,1.52e-10,8.62e-12,7.7854055,16.3242028,1.02751453,ARMCX3,"armadillo repeat containing, X-linked 3",9.81815641205523,Up
225996_at,1.6e-10,9.09e-12,7.7743439,16.2716322,1.54211957,LONRF2,LON peptidase N-terminal domain and ring finger 2,9.79588001734407,Up
228018_at,1.61e-10,9.2e-12,7.7718987,16.2600136,1.14513942,NKAIN4,Na+/K+ transporting ATPase interacting 4,9.79317412396815,Up
205363_at,1.62e-10,9.24e-12,-7.7708974,16.2552562,-1.35932829,BBOX1,gamma-butyrobetaine hydroxylase 1,9.79048498545737,Down
1555950_a_at,1.63e-10,9.27e-12,7.7702366,16.2521165,1.248533,CD55,CD55 molecule (Cromer blood group),9.78781239559604,Up
235737_at,1.64e-10,9.39e-12,-7.7677582,16.2403413,-1.23339657,TSLP,thymic stromal lymphopoietin,9.7851561519523,Down
219911_s_at,1.67e-10,9.53e-12,7.7645769,16.2252279,1.004298,SLCO4A1,solute carrier organic anion transporter family member 4A1,9.77728352885242,Up
1555416_a_at,1.68e-10,9.6e-12,7.7630093,16.2177813,1.0845948,ALOX15B,"arachidonate 15-lipoxygenase, type B",9.77469071827414,Up
203196_at,1.77e-10,1.01e-11,-7.7516742,16.1639447,-1.0864175,ABCC4,ATP binding cassette subfamily C member 4,9.75202673363819,Down
235471_at,1.79e-10,1.03e-11,7.7490089,16.1512881,1.11856461,VSTM4,V-set and transmembrane domain containing 4,9.74714696902011,Up
206461_x_at,1.84e-10,1.06e-11,-7.7420528,16.1182609,-1.12925633,MT1H,metallothionein 1H,9.73518217699046,Down
208116_s_at,1.9e-10,1.1e-11,-7.7357104,16.0881528,-1.13380947,MAN1A1,mannosidase alpha class 1A member 1,9.72124639904717,Down
207655_s_at,1.9e-10,1.1e-11,7.7356388,16.0878129,1.0460453,BLNK,B-cell linker,9.72124639904717,Up
206594_at,2e-10,1.16e-11,7.7239918,16.0325378,2.03753421,PASK,PAS domain containing serine/threonine kinase,9.69897000433602,Up
205979_at,2.04e-10,1.18e-11,-7.7195605,16.0115121,-1.92239873,SCGB2A1,secretoglobin family 2A member 1,9.6903698325741,Down
243303_at,2.07e-10,1.2e-11,7.7166296,15.9976072,1.23487705,,,9.68402965454308,Up
202145_at,2.09e-10,1.21e-11,7.7143141,15.9866223,1.10757401,LY6E,"lymphocyte antigen 6 complex, locus E",9.67985371388895,Up
226701_at,2.19e-10,1.28e-11,7.7031299,15.9335757,1.01401194,GJA5,gap junction protein alpha 5,9.65955588515988,Up
235157_at,2.23e-10,1.31e-11,7.6987844,15.9129697,1.4657812,,,9.65169513695184,Up
1555731_a_at,2.29e-10,1.35e-11,-7.6925979,15.883638,-1.46027794,AP1S3,adaptor related protein complex 1 sigma 3 subunit,9.64016451766011,Down
205560_at,2.32e-10,1.36e-11,7.6901753,15.8721533,1.3159217,PCSK5,proprotein convertase subtilisin/kexin type 5,9.6345120151091,Up
208370_s_at,2.34e-10,1.38e-11,-7.6874269,15.859125,-1.23388585,RCAN1,regulator of calcineurin 1,9.63078414258986,Down
223513_at,2.48e-10,1.47e-11,-7.6746933,15.7987782,-1.13531263,CENPJ,centromere protein J,9.60554831917378,Down
204437_s_at,2.51e-10,1.49e-11,-7.6714738,15.7835235,-1.44950169,FOLR1,folate receptor 1,9.60032627851896,Down
226560_at,2.56e-10,1.53e-11,-7.6667839,15.761305,-1.45271345,SGPP2,sphingosine-1-phosphate phosphatase 2,9.59176003468815,Down
240458_at,2.56e-10,1.53e-11,7.6668562,15.7616477,1.2262087,,,9.59176003468815,Up
231009_at,2.73e-10,1.63e-11,7.6529616,15.6958397,1.1092916,PLA2G12B,phospholipase A2 group XIIB,9.56383735295924,Up
226535_at,2.77e-10,1.66e-11,7.6496635,15.6802231,1.39972371,LOC100505984///ITGB6,uncharacterized LOC100505984///integrin subunit beta 6,9.55752023093555,Up
217143_s_at,2.79e-10,1.67e-11,7.648051,15.6725883,2.82252955,YME1L1,YME1 like 1 ATPase,9.5543957967264,Up
202409_at,2.79e-10,1.68e-11,-7.6473788,15.6694057,-1.20320586,INS-IGF2///IGF2,INS-IGF2 readthrough///insulin like growth factor 2,9.5543957967264,Down
1558795_at,2.82e-10,1.69e-11,7.645351,15.6598054,1.56894956,LOC101928307,uncharacterized LOC101928307,9.54975089168064,Up
202589_at,2.83e-10,1.7e-11,7.6445151,15.6558483,1.79915677,TYMS,thymidylate synthetase,9.54821356447571,Up
212473_s_at,2.96e-10,1.79e-11,7.6338921,15.6055665,1.05336852,MICAL2,"microtubule associated monooxygenase, calponin and LIM domain containing 2",9.52870828894106,Up
204159_at,2.99e-10,1.8e-11,7.6321138,15.5971505,1.13518307,CDKN2C,cyclin dependent kinase inhibitor 2C,9.52432881167557,Up
239576_at,3e-10,1.82e-11,7.6305929,15.5899536,1.05407456,MTUS1,microtubule associated tumor suppressor 1,9.52287874528034,Up
1562583_s_at,3.01e-10,1.82e-11,-7.6302051,15.5881186,-1.29356272,,,9.52143350440616,Down
227265_at,3.05e-10,1.84e-11,-7.6273372,15.574548,-1.30044096,FGL2,fibrinogen like 2,9.51570016065321,Down
207924_x_at,3.08e-10,1.87e-11,-7.6248777,15.5629112,-1.01358128,PAX8,paired box 8,9.51144928349956,Down
229831_at,3.21e-10,1.96e-11,-7.615033,15.5163407,-1.50774879,CNTN3,contactin 3,9.49349496759513,Down
238441_at,3.4e-10,2.08e-11,-7.6022649,15.4559617,-1.00097822,PRKAA2,protein kinase AMP-activated catalytic subunit alpha 2,9.46852108295774,Down
219474_at,3.41e-10,2.08e-11,-7.6018221,15.4538679,-1.46814493,C3orf52,chromosome 3 open reading frame 52,9.4672456210075,Down
216945_x_at,3.56e-10,2.18e-11,7.5922011,15.4083875,1.89229173,PASK,PAS domain containing serine/threonine kinase,9.44855000202712,Up
205747_at,3.56e-10,2.18e-11,7.5922043,15.4084029,1.88567042,CBLN1,cerebellin 1 precursor,9.44855000202712,Up
213534_s_at,3.66e-10,2.25e-11,7.586128,15.3796861,1.77807371,PASK,PAS domain containing serine/threonine kinase,9.43651891460559,Up
1559739_at,3.75e-10,2.31e-11,7.580231,15.351822,1.51930811,CHPT1,choline phosphotransferase 1,9.42596873227228,Up
231781_s_at,3.77e-10,2.33e-11,-7.5790809,15.346388,-1.00328333,LRRC2,leucine rich repeat containing 2,9.42365864979421,Down
202007_at,3.8e-10,2.35e-11,7.5771969,15.3374874,1.02178855,NID1,nidogen 1,9.42021640338319,Up
229177_at,3.96e-10,2.45e-11,-7.5679938,15.2940159,-1.07324544,C16orf89,chromosome 16 open reading frame 89,9.40230481407449,Down
228834_at,4.03e-10,2.5e-11,-7.563995,15.2751312,-1.23431062,TOB1,"transducer of ERBB2, 1",9.39469495385889,Down
213359_at,4.05e-10,2.51e-11,7.5629886,15.2703784,1.13460286,HNRNPD,heterogeneous nuclear ribonucleoprotein D,9.39254497678533,Up
1568597_at,4.2e-10,2.62e-11,7.5543281,15.2294883,1.03326216,LOC646762,uncharacterized LOC646762,9.3767507096021,Up
201926_s_at,4.35e-10,2.72e-11,7.546177,15.191013,1.19155301,CD55,CD55 molecule (Cromer blood group),9.36151074304536,Up
208399_s_at,4.67e-10,2.93e-11,-7.5305656,15.1173521,-2.41626028,EDN3,endothelin 3,9.33068311943389,Down
209301_at,4.89e-10,3.08e-11,7.5202019,15.0684722,1.43141543,CA2,carbonic anhydrase 2,9.31069114087638,Up
203980_at,4.91e-10,3.1e-11,-7.5189435,15.0625382,-2.00548879,FABP4,fatty acid binding protein 4,9.30891850787703,Down
238567_at,5.02e-10,3.18e-11,-7.5137933,15.0382548,-1.22950922,SGPP2,sphingosine-1-phosphate phosphatase 2,9.29929628285498,Down
228108_at,5.11e-10,3.24e-11,-7.5100402,15.0205616,-1.23340331,PPM1L,"protein phosphatase, Mg2+/Mn2+ dependent 1L",9.29157909986529,Down
209792_s_at,5.14e-10,3.26e-11,7.5085938,15.0137433,2.28358237,KLK10,kallikrein related peptidase 10,9.28903688100472,Up
1552766_at,5.25e-10,3.33e-11,7.5038363,14.9913188,2.26185424,HS6ST2,heparan sulfate 6-O-sulfotransferase 2,9.27984069659404,Up
244605_at,5.39e-10,3.43e-11,7.4979787,14.963714,1.20739014,,,9.26841123481326,Up
202411_at,5.47e-10,3.49e-11,7.4945699,14.9476522,1.11161426,IFI27,interferon alpha inducible protein 27,9.26201267366657,Up
213113_s_at,5.61e-10,3.59e-11,-7.4886948,14.9199731,-1.18406512,SLC43A3,solute carrier family 43 member 3,9.25103713874384,Down
216470_x_at,5.8e-10,3.72e-11,7.4812337,14.8848305,2.14056852,PRSS2,"protease, serine 2",9.23657200643706,Up
204286_s_at,6e-10,3.85e-11,7.4735789,14.8487845,1.88986081,PMAIP1,phorbol-12-myristate-13-acetate-induced protein 1,9.22184874961636,Up
213936_x_at,6.26e-10,4.03e-11,7.4639932,14.8036586,1.73892076,SFTPB,surfactant protein B,9.20342566678957,Up
214071_at,6.45e-10,4.17e-11,-7.4572244,14.7718026,-1.19828804,GNAL,G protein subunit alpha L,9.19044028536473,Down
216191_s_at,6.83e-10,4.43e-11,7.4442771,14.7108896,3.02638387,TRDV3,T cell receptor delta variable 3,9.16557929631847,Up
209493_at,6.97e-10,4.53e-11,7.4396478,14.6891164,1.02452681,PDZD2,PDZ domain containing 2,9.15676722190199,Up
1559054_a_at,7.05e-10,4.59e-11,7.4371104,14.6771839,1.27319126,,,9.1518108830086,Up
211470_s_at,7.13e-10,4.65e-11,-7.4342613,14.6637868,-1.05195922,SULT1C2,sulfotransferase family 1C member 2,9.14691047014813,Down
213456_at,7.2e-10,4.7e-11,-7.4322384,14.6542752,-1.19750781,SOSTDC1,sclerostin domain containing 1,9.14266750356873,Down
220287_at,7.25e-10,4.73e-11,7.4308164,14.6475896,1.07736696,ADAMTS9,ADAM metallopeptidase with thrombospondin type 1 motif 9,9.13966199342901,Up
204834_at,8.06e-10,5.29e-11,-7.407254,14.5368567,-1.37595147,FGL2,fibrinogen like 2,9.09366495819491,Down
215047_at,8.3e-10,5.46e-11,-7.4007555,14.5063324,-1.23369737,TRIM58,tripartite motif containing 58,9.08092190762393,Down
1553994_at,8.6e-10,5.67e-11,7.392706,14.4685332,1.05733694,NT5E,5'-nucleotidase ecto,9.06550154875643,Up
228341_at,9.05e-10,6e-11,-7.3809403,14.413302,-1.01992387,NUDT16,nudix hydrolase 16,9.0433514207948,Down
206595_at,9.12e-10,6.06e-11,7.3789126,14.4037858,1.69444935,CST6,cystatin E/M,9.04000516167158,Up
220168_at,9.58e-10,6.38e-11,-7.3679028,14.352128,-1.07211733,CASC1,cancer susceptibility candidate 1,9.01863449092146,Down
227449_at,9.64e-10,6.43e-11,7.3664815,14.3454606,1.14146898,EPHA4,EPH receptor A4,9.01592296609717,Up
238430_x_at,9.73e-10,6.49e-11,7.3644327,14.3358505,1.04618387,SLFN5,schlafen family member 5,9.01188715973165,Up
230383_x_at,9.83e-10,6.56e-11,7.3620436,14.3246449,1.05490923,SLFN5,schlafen family member 5,9.00744648216786,Up
227443_at,1.03e-9,6.89e-11,7.3518085,14.2766504,1.00030006,LURAP1L,leucine rich adaptor protein 1 like,8.98716277529483,Up
1557107_at,1.04e-9,6.94e-11,-7.3502808,14.2694882,-1.99510025,SLC26A4-AS1,SLC26A4 antisense RNA 1,8.98296666070122,Down
228049_x_at,1.06e-9,7.08e-11,-7.3461024,14.2499008,-1.08661251,SNHG19,small nucleolar RNA host gene 19,8.97469413473523,Down
232213_at,1.09e-9,7.3e-11,7.3396661,14.2197354,1.13513634,PELI1,pellino E3 ubiquitin protein ligase 1,8.96257350205938,Up
232113_at,1.11e-9,7.47e-11,7.3349678,14.1977195,1.44224844,,,8.95467702121334,Up
208798_x_at,1.11e-9,7.49e-11,7.3343438,14.1947959,1.04762772,GOLGA8A,golgin A8 family member A,8.95467702121334,Up
215126_at,1.12e-9,7.54e-11,7.3329936,14.1884698,1.42254246,LINC01314,long intergenic non-protein coding RNA 1314,8.95078197732982,Up
243341_at,1.12e-9,7.52e-11,7.3335893,14.191261,1.12420061,,,8.95078197732982,Up
209576_at,1.15e-9,7.77e-11,-7.3266593,14.1587966,-1.15282794,GNAI1,G protein subunit alpha i1,8.93930215964639,Down
220177_s_at,1.15e-9,7.75e-11,-7.3270843,14.1607874,-1.1110274,TMPRSS3,"transmembrane protease, serine 3",8.93930215964639,Down
242188_at,1.16e-9,7.83e-11,7.3251204,14.1515886,1.39812268,,,8.93554201077308,Up
234994_at,1.17e-9,7.9e-11,7.3230211,14.1417564,1.44406342,TMEM200A,transmembrane protein 200A,8.93181413825384,Up
236978_at,1.19e-9,8.07e-11,7.3186915,14.1214807,1.02139741,,,8.92445303860747,Up
232983_s_at,1.19e-9,8.09e-11,7.3181013,14.1187167,1.0044808,SERGEF,secretion regulating guanine nucleotide exchange factor,8.92445303860747,Up
215856_at,1.2e-9,8.12e-11,7.3174729,14.1157743,1.42884223,SIGLEC15,sialic acid binding Ig like lectin 15,8.92081875395237,Up
214354_x_at,1.23e-9,8.32e-11,7.3122479,14.0913111,1.85658785,SFTPB,surfactant protein B,8.9100948885606,Up
219211_at,1.3e-9,8.87e-11,7.2987413,14.0280957,1.54526478,USP18,ubiquitin specific peptidase 18,8.88605664769316,Up
201925_s_at,1.31e-9,8.99e-11,7.2959112,14.0148537,1.16361711,CD55,CD55 molecule (Cromer blood group),8.88272870434424,Up
201110_s_at,1.47e-9,1.02e-10,7.2703487,13.8953128,1.77234206,THBS1,thrombospondin 1,8.83268266525182,Up
208581_x_at,1.47e-9,1.01e-10,-7.2716529,13.9014091,-1.0324981,MT1X,metallothionein 1X,8.83268266525182,Down
219010_at,1.6e-9,1.11e-10,7.251771,13.8085094,1.35732652,C1orf106,chromosome 1 open reading frame 106,8.79588001734407,Up
209863_s_at,1.69e-9,1.18e-10,7.2392133,13.7498689,1.12916535,TP63,tumor protein p63,8.77211329538633,Up
226517_at,1.77e-9,1.24e-10,7.2287113,13.7008498,1.72710442,BCAT1,branched chain amino acid transaminase 1,8.75202673363819,Up
228092_at,1.77e-9,1.24e-10,-7.2287703,13.7011253,-1.00258031,CREM,cAMP responsive element modulator,8.75202673363819,Down
233364_s_at,1.88e-9,1.32e-10,7.2146745,13.6353636,1.34720044,,,8.72584215073632,Up
235836_at,1.89e-9,1.32e-10,7.2144121,13.6341395,1.00436447,MXRA7,matrix remodeling associated 7,8.72353819582676,Up
232060_at,1.94e-9,1.36e-10,7.2081408,13.6048936,1.16996696,ROR1,receptor tyrosine kinase like orphan receptor 1,8.71219827006977,Up
213765_at,2.01e-9,1.42e-10,-7.1993857,13.5640773,-1.51404644,MFAP5,microfibrillar associated protein 5,8.69680394257951,Down
231070_at,2.1e-9,1.49e-10,-7.1902063,13.5212979,-1.25774401,IYD,iodotyrosine deiodinase,8.67778070526608,Down
211712_s_at,2.1e-9,1.49e-10,-7.1901694,13.5211258,-1.11713952,ANXA9,annexin A9,8.67778070526608,Down
202859_x_at,2.22e-9,1.58e-10,7.1775252,13.4622251,2.00961337,CXCL8,C-X-C motif chemokine ligand 8,8.65364702554936,Up
237491_at,2.35e-9,1.68e-10,7.164488,13.4015248,1.40494093,,,8.62893213772826,Up
239723_at,2.41e-9,1.72e-10,7.1586109,13.3741718,1.23256699,,,8.61798295742513,Up
209324_s_at,2.47e-9,1.77e-10,-7.1530505,13.348299,-1.00783676,RGS16,regulator of G-protein signaling 16,8.60730304674033,Down
227705_at,2.51e-9,1.81e-10,-7.148675,13.327944,-1.16139121,TCEAL7,transcription elongation factor A like 7,8.60032627851896,Down
216252_x_at,2.55e-9,1.84e-10,7.1447951,13.3098973,1.39530092,FAS,Fas cell surface death receptor,8.59345981956604,Up
232165_at,2.63e-9,1.9e-10,7.1382973,13.2796804,1.1777276,EPPK1,epiplakin 1,8.58004425151024,Up
230158_at,2.64e-9,1.91e-10,-7.1369169,13.2732622,-1.12414165,DPY19L2,dpy-19 like 2,8.57839607313017,Down
210764_s_at,2.89e-9,2.11e-10,-7.1162378,13.1771572,-1.54265025,CYR61,cysteine rich angiogenic inducer 61,8.53910215724345,Down
217771_at,2.91e-9,2.13e-10,-7.1141306,13.1673685,-1.10844277,GOLM1,golgi membrane protein 1,8.53610701101409,Down
206355_at,2.97e-9,2.17e-10,-7.1096978,13.1467796,-1.12837333,GNAL,G protein subunit alpha L,8.52724355068279,Down
230778_at,3.05e-9,2.24e-10,7.1035435,13.1182019,1.14951516,,,8.51570016065321,Up
1557432_at,3.09e-9,2.27e-10,7.100594,13.1045085,1.35130225,RASAL2,RAS protein activator like 2,8.51004152057516,Up
242406_at,3.21e-9,2.37e-10,7.0915209,13.0623952,1.02665222,,,8.49349496759513,Up
230147_at,3.53e-9,2.62e-10,7.0697466,12.9613959,1.00243104,F2RL2,coagulation factor II thrombin receptor like 2,8.45222529461218,Up
215253_s_at,3.63e-9,2.71e-10,-7.0632275,12.9311756,-1.04982804,RCAN1,regulator of calcineurin 1,8.44009337496389,Down
214866_at,3.66e-9,2.73e-10,7.0611838,12.9217035,1.11528444,PLAUR,"plasminogen activator, urokinase receptor",8.43651891460559,Up
227126_at,3.73e-9,2.79e-10,7.0566367,12.9006314,1.33440558,PTPRG,"protein tyrosine phosphatase, receptor type G",8.42829116819131,Up
204990_s_at,3.9e-9,2.92e-10,7.0467664,12.8549054,1.0409592,ITGB4,integrin subunit beta 4,8.4089353929735,Up
202311_s_at,3.92e-9,2.94e-10,7.045906,12.8509202,1.85314193,COL1A1,collagen type I alpha 1 chain,8.40671393297954,Up
209351_at,3.94e-9,2.96e-10,7.0443091,12.8435243,1.17848571,KRT14,keratin 14,8.40450377817443,Up
229374_at,3.97e-9,2.98e-10,7.042685,12.8360032,1.02735085,EPHA4,EPH receptor A4,8.40120949323689,Up
201367_s_at,3.98e-9,2.99e-10,-7.041869,12.8322243,-1.14351818,ZFP36L2,ZFP36 ring finger protein like 2,8.40011692792631,Down
201295_s_at,4.05e-9,3.05e-10,7.0377839,12.8133091,1.22909508,WSB1,WD repeat and SOCS box containing 1,8.39254497678533,Up
209774_x_at,4.47e-9,3.4e-10,7.0148336,12.7071047,2.10140562,CXCL2,C-X-C motif chemokine ligand 2,8.34969247686806,Up
220482_s_at,4.56e-9,3.48e-10,7.0100867,12.6851517,1.00300916,SERGEF,secretion regulating guanine nucleotide exchange factor,8.34103515733556,Up
227228_s_at,4.67e-9,3.56e-10,7.0048927,12.6611361,1.08632877,CCDC88C,coiled-coil domain containing 88C,8.33068311943389,Up
210735_s_at,4.75e-9,3.63e-10,7.0007803,12.6421251,1.77548734,CA12,carbonic anhydrase 12,8.32330639037513,Up
228948_at,5.15e-9,3.96e-10,6.9820874,12.5557561,1.08638125,EPHA4,EPH receptor A4,8.28819277095881,Up
217428_s_at,5.21e-9,4.02e-10,6.9793444,12.5430887,1.63786317,COL10A1,collagen type X alpha 1 chain,8.28316227670047,Up
232617_at,5.64e-9,4.38e-10,6.9610733,12.4587492,1.42896044,CTSS,cathepsin S,8.24872089601666,Up
220467_at,5.67e-9,4.41e-10,6.9593556,12.450824,1.36547994,,,8.24641694110709,Up
227194_at,5.69e-9,4.43e-10,-6.9586862,12.4477358,-1.55245262,FAM3B,family with sequence similarity 3 member B,8.24488773360493,Down
216048_s_at,5.8e-9,4.52e-10,6.9541981,12.4270316,1.0628118,RHOBTB3,Rho related BTB domain containing 3,8.23657200643706,Up
201289_at,5.97e-9,4.67e-10,-6.9474284,12.3958104,-1.27209666,CYR61,cysteine rich angiogenic inducer 61,8.22402566887063,Down
213909_at,6.03e-9,4.72e-10,-6.9447918,12.3836534,-1.22967912,LRRC15,leucine rich repeat containing 15,8.21968268785985,Down
232151_at,6.2e-9,4.86e-10,6.938612,12.3551643,1.17700988,MACC1,metastasis associated in colon cancer 1,8.20760831050175,Up
212531_at,6.55e-9,5.15e-10,6.9264061,12.2989195,1.48328854,LCN2,lipocalin 2,8.18375870000822,Up
221266_s_at,6.88e-9,5.45e-10,6.9144554,12.2438815,2.4293899,DCSTAMP,dendrocyte expressed seven transmembrane protein,8.16241156176449,Up
213693_s_at,6.93e-9,5.49e-10,6.9127553,12.2360541,1.49541729,MUC1,"mucin 1, cell surface associated",8.15926676538819,Up
205710_at,7.64e-9,6.11e-10,-6.8898342,12.130587,-1.11209768,LRP2,LDL receptor related protein 2,8.11690664142431,Down
232396_at,7.84e-9,6.29e-10,6.8837469,12.1025967,1.04593252,,,8.10568393731556,Up
227084_at,7.89e-9,6.34e-10,6.8820937,12.0949963,1.02331395,DTNA,dystrobrevin alpha,8.10292299679058,Up
226498_at,7.9e-9,6.35e-10,6.8816817,12.0931025,1.05407347,FLT1,fms related tyrosine kinase 1,8.10237290870956,Up
223434_at,8.12e-9,6.54e-10,6.8753974,12.0642178,1.16221841,GBP3,guanylate binding protein 3,8.09044397075882,Up
203570_at,8.31e-9,6.71e-10,6.8699454,12.0391656,1.03866343,LOXL1,lysyl oxidase like 1,8.08039897621589,Up
220979_s_at,8.59e-9,6.95e-10,6.8622466,12.0038004,1.99851248,ST6GALNAC5,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5",8.06600683616876,Up
211657_at,8.86e-9,7.19e-10,6.8551832,11.9713652,1.93858105,CEACAM6,carcinoembryonic antigen related cell adhesion molecule 6,8.05256627811295,Up
1555854_at,9.64e-9,7.86e-10,-6.8360329,11.8834831,-1.09349946,LOC101930400///AKR1C2///AKR1C1,"aldo-keto reductase family 1 member C2-like///aldo-keto reductase family 1, member C2///aldo-keto reductase family 1 member C1",8.01592296609717,Down
238878_at,1.01e-8,8.23e-10,6.8262955,11.8388291,1.99107212,ARX,aristaless related homeobox,7.99567862621736,Up
221523_s_at,1.02e-8,8.32e-10,-6.8239752,11.8281917,-1.00682734,RRAGD,Ras related GTP binding D,7.99139982823808,Down
213587_s_at,1.04e-8,8.5e-10,-6.8193632,11.8070517,-1.07072494,ATP6V0E2,ATPase H+ transporting V0 subunit e2,7.98296666070122,Down
235670_at,1.1e-8,9.09e-10,-6.8048858,11.7407231,-1.01362767,STX11,syntaxin 11,7.95860731484177,Down
231145_at,1.15e-8,9.56e-10,6.794032,11.6910275,1.95958393,PAX9,paired box 9,7.93930215964639,Up
219279_at,1.21e-8,1e-9,6.7834432,11.6425708,1.66391582,DOCK10,dedicator of cytokinesis 10,7.91721462968355,Up
223806_s_at,1.24e-8,1.04e-9,6.7766127,11.6113264,1.04170692,NAPSA,napsin A aspartic peptidase,7.90657831483777,Up
212314_at,1.25e-8,1.05e-9,6.774719,11.6026662,1.35984502,SEL1L3,SEL1L family member 3,7.90308998699194,Up
204844_at,1.25e-8,1.05e-9,6.7748658,11.6033378,1.33512454,ENPEP,glutamyl aminopeptidase,7.90308998699194,Up
235102_x_at,1.29e-8,1.08e-9,-6.7673759,11.5690928,-2.08721186,SNORD3D///SNORD3C///SNORD3B-2///SNORD3A///SNORD3B-1,"small nucleolar RNA, C/D box 3D///small nucleolar RNA, C/D box 3C///small nucleolar RNA, C/D box 3B-2///small nucleolar RNA, C/D box 3A///small nucleolar RNA, C/D box 3B-1",7.88941028970075,Down
204471_at,1.32e-8,1.11e-9,6.7618252,11.5437222,1.33583504,GAP43,growth associated protein 43,7.87942606879415,Up
229218_at,1.33e-8,1.12e-9,6.760696,11.5385623,1.46253329,COL1A2,collagen type I alpha 2 chain,7.87614835903291,Up
227517_s_at,1.35e-8,1.14e-9,6.7569342,11.5213731,1.05209707,SNORD77///SNORD76///SNORD74///GAS5///SNORD44///SNORD47///SNORD80///SNORD79///SNORD81,"small nucleolar RNA, C/D box 77///small nucleolar RNA, C/D box 76///small nucleolar RNA, C/D box 74///growth arrest specific 5 (non-protein coding)///small nucleolar RNA, C/D box 44///small nucleolar RNA, C/D box 47///small nucleolar RNA, C/D box 80///small nucleolar RNA, C/D box 79///small nucleolar RNA, C/D box 81",7.86966623150499,Up
202901_x_at,1.45e-8,1.23e-9,6.7394546,11.441547,1.46029064,CTSS,cathepsin S,7.83863199776502,Up
