ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0140747	regulation of ncRNA transcription	9/74	92/18870	8.890936915320129e-11	3.0627425394753804e-9	1.1835084885086201e-9	ESR1/HIF1A/IL10/MTOR/MYC/RELA/TGFB1/TNF/TP53	9
BP	GO:0051403	stress-activated MAPK cascade	12/74	230/18870	9.09566213906005e-11	3.1009644014300602e-9	1.19827822428854e-9	CASR/IL1A/IL1B/MAPK1/MAPK14/MAPK3/MAPK8/MYC/NFKB1/RIPK1/TLR9/TNF	12
BP	GO:0030098	lymphocyte differentiation	15/74	429/18870	9.415141109276869e-11	3.17712976003863e-9	1.22771012960925e-9	BAX/BCL2/FADD/HDAC4/IL10/IL1A/IL1B/IL6/MTOR/PIK3R1/SHH/SOD1/TGFB1/TLR9/TP53	15
BP	GO:0030879	mammary gland development	10/74	133/18870	1.05284042829186e-10	3.5169124205668404e-9	1.3590093354027802e-9	AKT1/AREG/BAX/CYP19A1/ESR1/GPX1/HIF1A/MAPK1/NFKB1/PGR	10
BP	GO:0018105	peptidyl-serine phosphorylation	13/74	295/18870	1.14170020145059e-10	3.775602566197091e-9	1.45897267848528e-9	AKT1/BAX/BCL2/IL6/MAPK1/MAPK14/MAPK8/MTOR/PTGS2/RIPK1/SGK1/TGFB1/TNF	13
BP	GO:0010573	vascular endothelial growth factor production	8/74	63/18870	1.23525154517923e-10	4.00487927441931e-9	1.5475700473143202e-9	HIF1A/IL1A/IL1B/IL6/PTGS2/RELA/TGFB1/TNF	8
BP	GO:0032757	positive regulation of interleukin-8 production	8/74	63/18870	1.23525154517923e-10	4.00487927441931e-9	1.5475700473143202e-9	DDIT3/FADD/IL1B/IL6/RELA/RIPK1/TLR9/TNF	8
BP	GO:0031098	stress-activated protein kinase signaling cascade	12/74	238/18870	1.35121446439575e-10	4.338316731802661e-9	1.6764173324235401e-9	CASR/IL1A/IL1B/MAPK1/MAPK14/MAPK3/MAPK8/MYC/NFKB1/RIPK1/TLR9/TNF	12
BP	GO:2000630	positive regulation of miRNA metabolic process	8/74	64/18870	1.40732324146872e-10	4.475017268785641e-9	1.7292413108735101e-9	HIF1A/IL10/MYC/NFKB1/RELA/TGFB1/TNF/TP53	8
BP	GO:0001503	ossification	15/74	444/18870	1.52033873889072e-10	4.7883430566777106e-9	1.8503170215672503e-9	AKT1/AREG/BCL2/CASR/CAT/COL1A1/HIF1A/IL6/MAPK1/MAPK14/MAPK3/MMP2/PTGS2/SHH/TNF	15
BP	GO:0048661	positive regulation of smooth muscle cell proliferation	9/74	98/18870	1.58072603868938e-10	4.9315669905149e-9	1.90566177851928e-9	AKT1/HMOX1/IL10/IL6/MFN2/MMP2/PTGS2/TGFB1/TNF	9
BP	GO:0098869	cellular oxidant detoxification	9/74	99/18870	1.7333978677847003e-10	5.357333410059821e-9	2.07018692719196e-9	CAT/GPX1/GPX4/NFE2L2/NOS3/PTGS1/PTGS2/SOD1/SOD2	9
BP	GO:0061180	mammary gland epithelium development	8/74	66/18870	1.81485230592187e-10	5.557144977484831e-9	2.14739834248455e-9	AKT1/AREG/BAX/ESR1/GPX1/HIF1A/MAPK1/PGR	8
BP	GO:0018209	peptidyl-serine modification	13/74	308/18870	1.94474534289395e-10	5.90025032013788e-9	2.2799815029196104e-9	AKT1/BAX/BCL2/IL6/MAPK1/MAPK14/MAPK8/MTOR/PTGS2/RIPK1/SGK1/TGFB1/TNF	13
BP	GO:0008585	female gonad development	9/74	101/18870	2.07820450589003e-10	6.24783845543485e-9	2.4142969092349302e-9	BAX/BCL2/CASP3/CYP19A1/ESR1/MMP2/NOS3/PGR/SOD1	9
BP	GO:0002696	positive regulation of leukocyte activation	14/74	380/18870	2.16815741808028e-10	6.459546469902231e-9	2.4961053632522103e-9	AKT1/BCL2/CCL2/CDKN1A/FADD/IL10/IL1A/IL1B/IL6/MTOR/SHH/TGFB1/TLR9/TNF	14
BP	GO:2000379	positive regulation of reactive oxygen species metabolic process	8/74	68/18870	2.3212113550443202e-10	6.853791027796031e-9	2.6484497979547e-9	CDKN1A/MAPK14/NFE2L2/RIPK1/SOD1/SOD2/TGFB1/TP53	8
BP	GO:2001235	positive regulation of apoptotic signaling pathway	10/74	145/18870	2.47813272729068e-10	7.2001577019692505e-9	2.78229320586019e-9	BAX/BECN1/DDIT3/FADD/MCL1/MYC/RIPK1/SOD1/TNF/TP53	10
BP	GO:0032677	regulation of interleukin-8 production	9/74	103/18870	2.48206222565617e-10	7.2001577019692505e-9	2.78229320586019e-9	DDIT3/FADD/IL10/IL1B/IL6/RELA/RIPK1/TLR9/TNF	9
BP	GO:0048872	homeostasis of number of cells	13/74	316/18870	2.66649460400217e-10	7.667911004726241e-9	2.96304297414978e-9	AKT1/BAX/BCL2/CASP3/CXCR2/FADD/HIF1A/HMOX1/IL6/MAPK14/NOS3/SOD1/TNFAIP3	13
BP	GO:0032637	interleukin-8 production	9/74	104/18870	2.7087645870806403e-10	7.72231421506524e-9	2.98406552515054e-9	DDIT3/FADD/IL10/IL1B/IL6/RELA/RIPK1/TLR9/TNF	9
BP	GO:0071456	cellular response to hypoxia	10/74	147/18870	2.83689741599529e-10	8.018478422817451e-9	3.09850963834303e-9	BCL2/CASR/HIF1A/HMOX1/MTOR/MYC/NFE2L2/PTGS2/TGFB1/TP53	10
BP	GO:1902893	regulation of miRNA transcription	8/74	70/18870	2.94600309734717e-10	8.13937619501437e-9	3.1452270942808503e-9	ESR1/HIF1A/IL10/MYC/RELA/TGFB1/TNF/TP53	8
BP	GO:0010586	miRNA metabolic process	9/74	105/18870	2.9535081445470903e-10	8.13937619501437e-9	3.1452270942808503e-9	ESR1/HIF1A/IL10/MYC/NFKB1/RELA/TGFB1/TNF/TP53	9
BP	GO:0046545	development of primary female sexual characteristics	9/74	105/18870	2.9535081445470903e-10	8.13937619501437e-9	3.1452270942808503e-9	BAX/BCL2/CASP3/CYP19A1/ESR1/MMP2/NOS3/PGR/SOD1	9
BP	GO:0002687	positive regulation of leukocyte migration	10/74	149/18870	3.2412010438038e-10	8.785780206441951e-9	3.3950112745278803e-9	CXCL8/CXCR2/FADD/IL1A/IL1R1/IL6/MAPK1/MAPK3/PIK3R1/TNF	10
BP	GO:0031960	response to corticosteroid	10/74	149/18870	3.2412010438038e-10	8.785780206441951e-9	3.3950112745278803e-9	AREG/BCL2/CASP3/CASP9/CDKN1A/IL10/IL6/PTGS2/SGK1/TNF	10
BP	GO:0061614	miRNA transcription	8/74	71/18870	3.30976711863959e-10	8.89869907426107e-9	3.43864551307527e-9	ESR1/HIF1A/IL10/MYC/RELA/TGFB1/TNF/TP53	8
BP	GO:0048144	fibroblast proliferation	9/74	107/18870	3.50209265924106e-10	9.33985518073402e-9	3.6091175622399405e-9	BAX/CDKN1A/COL3A1/ESR1/FN1/GPX1/MYC/SOD2/TP53	9
BP	GO:0071260	cellular response to mechanical stimulus	8/74	72/18870	3.71190103381776e-10	9.82020537506827e-9	3.79473503583559e-9	CASP8/COL1A1/FADD/IL1B/MAPK3/MAPK8/NFKB1/PTGS2	8
BP	GO:0001776	leukocyte homeostasis	9/74	109/18870	4.13847406153693e-10	1.08618521599227e-8	4.19724938237747e-9	AKT1/BAX/BCL2/CASP3/CXCR2/FADD/HIF1A/IL6/TNFAIP3	9
BP	GO:0051251	positive regulation of lymphocyte activation	13/74	330/18870	4.53815486250178e-10	1.18170693939318e-8	4.5663655226499506e-9	AKT1/BCL2/CCL2/CDKN1A/FADD/IL10/IL1A/IL1B/IL6/MTOR/SHH/TGFB1/TLR9	13
BP	GO:0043122	regulation of canonical NF-kappaB signal transduction	12/74	265/18870	4.65063603648433e-10	1.20153541973857e-8	4.6429869640559e-9	CASP8/ESR1/FADD/HMOX1/IL1A/IL1B/RELA/RIPK1/SQSTM1/TLR9/TNF/TNFAIP3	12
BP	GO:0007584	response to nutrient	10/74	155/18870	4.77951293596943e-10	1.22525963405046e-8	4.73466234538302e-9	BECN1/CASR/CAT/COL1A1/GPX1/IL1A/MTOR/PTGS2/RELA/SOD2	10
BP	GO:2001239	regulation of extrinsic apoptotic signaling pathway in absence of ligand	7/74	46/18870	5.05261079395433e-10	1.28530645350823e-8	4.96669595454296e-9	AKT1/BCL2/IL1A/IL1B/MCL1/RIPK1/TNF	7
BP	GO:0050678	regulation of epithelial cell proliferation	14/74	407/18870	5.31073396475337e-10	1.34065627644576e-8	5.180579375822091e-9	AKT1/AREG/BAX/CCL2/GPX1/HIF1A/HMOX1/IL10/MYC/PGR/SHH/TGFB1/TNF/TNFAIP3	14
BP	GO:0032868	response to insulin	12/74	269/18870	5.51981726934381e-10	1.3828814931606e-8	5.343746543048951e-9	AKT1/CAT/COL1A1/GPT/IL10/IL1B/MAPK1/MAPK14/MAPK3/MTOR/PIK3R1/RELA	12
BP	GO:2001243	negative regulation of intrinsic apoptotic signaling pathway	9/74	114/18870	6.19468638269092e-10	1.54028780959089e-8	5.95199783821668e-9	AKT1/BCL2/GPX1/HIF1A/IL10/KDM1A/NFE2L2/PTGS2/SOD2	9
BP	GO:0022407	regulation of cell-cell adhesion	15/74	493/18870	6.46742221573121e-10	1.59610188562859e-8	6.167675231655691e-9	AKT1/CASP3/CCL2/CDH1/FADD/IL10/IL1A/IL1B/IL6/MAPK14/MTOR/RELA/SHH/TGFB1/TNF	15
BP	GO:0002064	epithelial cell development	11/74	214/18870	6.900486652272261e-10	1.68670803987826e-8	6.51779657317718e-9	ACTA2/AKT1/CDKN1A/ESR1/GPX1/HIF1A/IL1A/IL1B/PGR/TLR9/TNF	11
BP	GO:0006606	protein import into nucleus	10/74	161/18870	6.93656768743404e-10	1.68670803987826e-8	6.51779657317718e-9	AKT1/CDH1/CDKN1A/MAPK14/PIK3R1/PTGS2/SHH/SQSTM1/TGFB1/TP53	10
BP	GO:1903706	regulation of hemopoiesis	14/74	417/18870	7.278094760600891e-10	1.75683645060636e-8	6.78878758307298e-9	CASP8/FADD/HIF1A/IL10/MAPK14/MTOR/MYC/PIK3R1/RIPK1/SHH/SOD1/TGFB1/TLR9/TNF	14
BP	GO:0042594	response to starvation	11/74	218/18870	8.39672638640925e-10	2.01217204056923e-8	7.77545830137363e-9	BCL2/BECN1/CDKN1A/DDIT3/GPT/MAPK1/MAPK3/MAPK8/MTOR/NFE2L2/TP53	11
BP	GO:1990748	cellular detoxification	9/74	119/18870	9.10123686875798e-10	2.16530865647357e-8	8.36721057074759e-9	CAT/GPX1/GPX4/NFE2L2/NOS3/PTGS1/PTGS2/SOD1/SOD2	9
BP	GO:0051170	import into nucleus	10/74	166/18870	9.354908268832902e-10	2.19409089681067e-8	8.47843123431366e-9	AKT1/CDH1/CDKN1A/MAPK14/PIK3R1/PTGS2/SHH/SQSTM1/TGFB1/TP53	10
BP	GO:0070665	positive regulation of leukocyte proliferation	10/74	166/18870	9.354908268832902e-10	2.19409089681067e-8	8.47843123431366e-9	BCL2/CDKN1A/FADD/IL1A/IL1B/IL6/MAPK1/MAPK3/SHH/TLR9	10
BP	GO:0046660	female sex differentiation	9/74	120/18870	9.8086046051287e-10	2.2842996781099e-8	8.82701704271775e-9	BAX/BCL2/CASP3/CYP19A1/ESR1/MMP2/NOS3/PGR/SOD1	9
BP	GO:0090594	inflammatory response to wounding	6/74	28/18870	1.04060742214648e-9	2.40649562590098e-8	9.29920802713157e-9	HIF1A/HMOX1/IL1A/IL6/TGFB1/TNF	6
BP	GO:0070227	lymphocyte apoptotic process	8/74	82/18870	1.07141397497851e-9	2.46053195503744e-8	9.5080158305841e-9	AKT1/BAX/BCL2/FADD/HIF1A/IL10/RIPK1/TP53	8
BP	GO:0071482	cellular response to light stimulus	9/74	123/18870	1.22293038081421e-9	2.78912466851904e-8	1.07777675666676e-8	BAX/CASP9/CDKN1A/KDM1A/MAPK14/MMP2/MYC/PIK3R1/TP53	9
BP	GO:1902895	positive regulation of miRNA transcription	7/74	52/18870	1.2395316894504502e-9	2.80762417603605e-8	1.08492535760118e-8	HIF1A/IL10/MYC/RELA/TGFB1/TNF/TP53	7
BP	GO:0009615	response to virus	14/74	436/18870	1.29490994155231e-9	2.91310692293434e-8	1.12568612176477e-8	ACTA2/BAX/BCL2/BECN1/FADD/HIF1A/IL1B/IL6/MAPK14/NFKB1/RELA/TLR9/TNF/TNFAIP3	14
BP	GO:0051384	response to glucocorticoid	9/74	127/18870	1.62658865384752e-9	3.63454640423902e-8	1.40446559443164e-8	AREG/BCL2/CASP3/CASP9/CDKN1A/IL10/IL6/PTGS2/TNF	9
BP	GO:0008406	gonad development	11/74	233/18870	1.69509013621359e-9	3.76218998688479e-8	1.45378977418813e-8	BAX/BCL2/CASP3/CYP19A1/ESR1/IL1A/MMP2/NOS3/PGR/SOD1/TLR9	11
BP	GO:1901653	cellular response to peptide	13/74	374/18870	2.07859091083769e-9	4.58260009476016e-8	1.77081359000488e-8	AKT1/CASR/GPT/IL1B/MAPK1/MAPK3/MTOR/NFE2L2/NFKB1/PIK3R1/RELA/TNF/TP53	13
BP	GO:0045137	development of primary sexual characteristics	11/74	238/18870	2.1190692487756e-9	4.61709632302423e-8	1.78414366213659e-8	BAX/BCL2/CASP3/CYP19A1/ESR1/IL1A/MMP2/NOS3/PGR/SOD1/TLR9	11
BP	GO:0001836	release of cytochrome c from mitochondria	7/74	56/18870	2.12216099516082e-9	4.61709632302423e-8	1.78414366213659e-8	AKT1/BAX/BCL2/GPX1/MCL1/SOD2/TP53	7
BP	GO:0043534	blood vessel endothelial cell migration	10/74	181/18870	2.17107281488984e-9	4.66216740184461e-8	1.80156008016149e-8	AKT1/GPX1/HIF1A/HMOX1/ID1/NFE2L2/NOS3/PTGS2/TGFB1/TNF	10
BP	GO:0071478	cellular response to radiation	10/74	181/18870	2.17107281488984e-9	4.66216740184461e-8	1.80156008016149e-8	BAX/CASP9/CDKN1A/H2AX/KDM1A/MAPK14/MMP2/MYC/PIK3R1/TP53	10
BP	GO:0010507	negative regulation of autophagy	8/74	90/18870	2.2727973676393303e-9	4.84912315792468e-8	1.87380373807412e-8	AKT1/BCL2/BECN1/HMOX1/IL10/MCL1/MTOR/TP53	8
BP	GO:0048608	reproductive structure development	12/74	305/18870	2.29883034089765e-9	4.87322560086444e-8	1.88311743174747e-8	BAX/BCL2/CASP3/CYP19A1/ESR1/IL1A/MMP2/NOS3/PGR/SHH/SOD1/TLR9	12
BP	GO:0030595	leukocyte chemotaxis	11/74	240/18870	2.3136845032354103e-9	4.87347430076402e-8	1.8832135346482e-8	CCL2/CXCL1/CXCL8/CXCR2/CYP19A1/IL10/IL1B/IL6/MAPK1/MAPK3/MMP2	11
BP	GO:0001659	temperature homeostasis	10/74	183/18870	2.4150641693211803e-9	5.0548210176868e-8	1.9532897412098e-8	DDIT3/GPX1/ID1/IL1A/IL1B/KDM1A/MFN2/PTGS2/SQSTM1/TNF	10
BP	GO:0046651	lymphocyte proliferation	12/74	307/18870	2.47476561376062e-9	5.14720118534993e-8	1.98898739166196e-8	BAX/BCL2/CASP3/CDKN1A/FADD/IL10/IL1A/IL1B/IL6/SHH/TLR9/TP53	12
BP	GO:0048771	tissue remodeling	10/74	184/18870	2.54595303010943e-9	5.26216666910742e-8	2.03341248589003e-8	BAX/HIF1A/IL1A/IL6/MMP2/NFKB1/NOS3/TGFB1/TNFAIP3/TP53	10
BP	GO:0051222	positive regulation of protein transport	12/74	308/18870	2.56720984671215e-9	5.27314469756341e-8	2.03765462825012e-8	CASR/CDH1/HIF1A/IL1A/IL1B/MAPK14/MAPK8/PIK3R1/PTGS2/SHH/TGFB1/TNF	12
BP	GO:0061458	reproductive system development	12/74	309/18870	2.66275772563025e-9	5.43564185102422e-8	2.10044696485713e-8	BAX/BCL2/CASP3/CYP19A1/ESR1/IL1A/MMP2/NOS3/PGR/SHH/SOD1/TLR9	12
BP	GO:0070231	T cell apoptotic process	7/74	58/18870	2.7342467663554e-9	5.54733377689405e-8	2.1436070870878e-8	AKT1/BAX/BCL2/FADD/HIF1A/RIPK1/TP53	7
BP	GO:0034504	protein localization to nucleus	12/74	310/18870	2.7615015963827e-9	5.5684669385595e-8	2.15177338768202e-8	AKT1/CDH1/CDKN1A/COL1A1/MAPK14/MTOR/PIK3R1/PTGS2/SHH/SQSTM1/TGFB1/TP53	12
BP	GO:2000106	regulation of leukocyte apoptotic process	8/74	93/18870	2.9582529990553204e-9	5.92905616234906e-8	2.2911126895395e-8	BAX/BCL2/CDKN2A/CXCR2/FADD/HIF1A/IL10/TP53	8
BP	GO:0098781	ncRNA transcription	9/74	136/18870	2.9870699784911804e-9	5.95074724028334e-8	2.29949458077888e-8	ESR1/HIF1A/IL10/MTOR/MYC/RELA/TGFB1/TNF/TP53	9
BP	GO:0010574	regulation of vascular endothelial growth factor production	7/74	59/18870	3.09267824048897e-9	6.12424367742337e-8	2.36653727321375e-8	HIF1A/IL1A/IL1B/IL6/PTGS2/RELA/TGFB1	7
BP	GO:0032943	mononuclear cell proliferation	12/74	314/18870	3.19036864140212e-9	6.28008874828382e-8	2.42675910442492e-8	BAX/BCL2/CASP3/CDKN1A/FADD/IL10/IL1A/IL1B/IL6/SHH/TLR9/TP53	12
BP	GO:0006935	chemotaxis	14/74	468/18870	3.21525527567757e-9	6.29162674358918e-8	2.43121762981786e-8	CASR/CCL2/CXCL1/CXCL8/CXCR2/CYP19A1/IL10/IL1B/IL6/MAPK1/MAPK14/MAPK3/MMP2/TGFB1	14
BP	GO:0042330	taxis	14/74	470/18870	3.39535105242723e-9	6.60495642963344e-8	2.55229484684003e-8	CASR/CCL2/CXCL1/CXCL8/CXCR2/CYP19A1/IL10/IL1B/IL6/MAPK1/MAPK14/MAPK3/MMP2/TGFB1	14
BP	GO:1902176	negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway	6/74	34/18870	3.6465020591605803e-9	7.05203643838833e-8	2.72505601712585e-8	AKT1/GPX1/HIF1A/IL10/NFE2L2/SOD2	6
BP	GO:0031669	cellular response to nutrient levels	11/74	251/18870	3.6994762302371205e-9	7.11288831011288e-8	2.74857046726307e-8	BCL2/BECN1/CASR/CDKN1A/COL1A1/MAPK1/MAPK3/MAPK8/MTOR/NFE2L2/TP53	11
BP	GO:0010001	glial cell differentiation	11/74	252/18870	3.8564118722844605e-9	7.37176535355185e-8	2.8486060316114e-8	AKT1/IL1B/IL6/MAPK1/MAPK3/MTOR/RELA/SHH/SOD1/TGFB1/TNF	11
BP	GO:1903829	positive regulation of protein localization	14/74	476/18870	3.992231853885791e-9	7.58753490850593e-8	2.9319839507667e-8	AKT1/CASR/CDH1/HIF1A/IL1A/IL1B/MAPK14/MAPK8/PIK3R1/PTGS2/SHH/SQSTM1/TGFB1/TNF	14
BP	GO:1902105	regulation of leukocyte differentiation	12/74	321/18870	4.08752964365353e-9	7.72426316089269e-8	2.98481863903481e-8	CASP8/FADD/IL10/MTOR/MYC/PIK3R1/RIPK1/SHH/SOD1/TGFB1/TLR9/TNF	12
BP	GO:0046824	positive regulation of nucleocytoplasmic transport	7/74	62/18870	4.416927996463451e-9	8.29869473983697e-8	3.20679114928846e-8	CDH1/IL1B/MAPK14/PIK3R1/PTGS2/SHH/TGFB1	7
BP	GO:0031349	positive regulation of defense response	14/74	480/18870	4.441696307684141e-9	8.29869473983697e-8	3.20679114928846e-8	ESR1/FADD/IL1B/IL6/MAPK3/MAPK8/PIK3R1/PTGS2/RELA/RIPK1/TGFB1/TLR9/TNF/TNFAIP3	14
BP	GO:0048534	hematopoietic or lymphoid organ development	8/74	98/18870	4.50042953686475e-9	8.36119128000659e-8	3.2309411340945e-8	BCL2/FADD/MAPK1/MAPK3/SHH/SOD1/TGFB1/TP53	8
BP	GO:1904951	positive regulation of establishment of protein localization	12/74	324/18870	4.5372301673092706e-9	8.38246936496746e-8	3.23916343611494e-8	CASR/CDH1/HIF1A/IL1A/IL1B/MAPK14/MAPK8/PIK3R1/PTGS2/SHH/TGFB1/TNF	12
BP	GO:0002931	response to ischemia	7/74	63/18870	4.95360335170664e-9	9.10087015782993e-8	3.51676869530518e-8	BCL2/CASP9/CASR/NFE2L2/RELA/SQSTM1/TP53	7
BP	GO:0002520	immune system development	10/74	199/18870	5.42348200361964e-9	9.90909115246969e-8	3.82908237999084e-8	BCL2/FADD/IL10/MAPK1/MAPK3/SHH/SOD1/TGFB1/TNFAIP3/TP53	10
BP	GO:2001244	positive regulation of intrinsic apoptotic signaling pathway	7/74	64/18870	5.54465768842447e-9	1.00432528236428e-7	3.88092528699963e-8	BAX/BECN1/DDIT3/MCL1/MYC/SOD1/TP53	7
BP	GO:0035296	regulation of tube diameter	9/74	146/18870	5.58802092395005e-9	1.00432528236428e-7	3.88092528699963e-8	ACTA2/CASR/GPX1/MMP2/NOS3/PTGS2/SOD1/SOD2/TNF	9
BP	GO:0097746	blood vessel diameter maintenance	9/74	146/18870	5.58802092395005e-9	1.00432528236428e-7	3.88092528699963e-8	ACTA2/CASR/GPX1/MMP2/NOS3/PTGS2/SOD1/SOD2/TNF	9
BP	GO:0016236	macroautophagy	12/74	331/18870	5.76468060226269e-9	1.02879137113568e-7	3.9754674281308e-8	AKT1/BECN1/CASP3/HIF1A/HMOX1/MAPK3/MAPK8/MFN2/MTOR/SQSTM1/TGFB1/TP53	12
BP	GO:0048762	mesenchymal cell differentiation	11/74	262/18870	5.7863681593963106e-9	1.02879137113568e-7	3.9754674281308e-8	BCL2/COL1A1/FN1/HIF1A/IL1B/IL6/MAPK1/MAPK3/MTOR/SHH/TGFB1	11
BP	GO:0035150	regulation of tube size	9/74	147/18870	5.9339555662772e-9	1.04938989613255e-7	4.05506448492008e-8	ACTA2/CASR/GPX1/MMP2/NOS3/PTGS2/SOD1/SOD2/TNF	9
BP	GO:0071276	cellular response to cadmium ion	6/74	37/18870	6.2450818684154e-9	1.09853647547073e-7	4.24497726106176e-8	AKT1/CYP1A2/HMOX1/MAPK1/MAPK3/MAPK8	6
BP	GO:0060562	epithelial tube morphogenesis	12/74	334/18870	6.37668827637777e-9	1.11575175290906e-7	4.31150073379149e-8	AREG/BCL2/CASP3/CASR/CXCR2/ESR1/HIF1A/MYC/PGR/SHH/TGFB1/TNF	12
BP	GO:0009408	response to heat	8/74	103/18870	6.694453520827681e-9	1.16518725228301e-7	4.50252995805252e-8	AKT1/CDKN1A/HMOX1/IL1A/MTOR/NOS3/PTGS2/SOD1	8
BP	GO:0070371	ERK1 and ERK2 cascade	12/74	336/18870	6.816575370269221e-9	1.18023113871625e-7	4.56066271673014e-8	ACTA2/CASR/CCL2/FN1/IL1A/IL1B/MAPK1/MAPK3/MYC/TGFB1/TLR9/TNF	12
BP	GO:0001667	ameboidal-type cell migration	14/74	497/18870	6.91354805577832e-9	1.19078663648224e-7	4.60145139238755e-8	ACTA2/AKT1/FN1/GPX1/HIF1A/HMOX1/ID1/MTOR/NFE2L2/NOS3/PTGS2/SHH/TGFB1/TNF	14
BP	GO:0062012	regulation of small molecule metabolic process	12/74	337/18870	7.046605776073511e-9	1.20741581872928e-7	4.66571006935001e-8	AKT1/GPT/HDAC4/HIF1A/IL1B/MTOR/NFKB1/NOS3/PTGS2/SOD1/TNF/TP53	12
BP	GO:0032642	regulation of chemokine production	8/74	104/18870	7.2297516093376e-9	1.23241178206595e-7	4.76229975785993e-8	HIF1A/HMOX1/IL10/IL1B/IL6/TGFB1/TLR9/TNF	8
BP	GO:0003018	vascular process in circulatory system	11/74	269/18870	7.61058941996592e-9	1.29067790829884e-7	4.98745239181572e-8	ACTA2/CASR/CXCR2/GPX1/MMP2/NOS3/PTGS2/SOD1/SOD2/TGFB1/TNF	11
BP	GO:0070301	cellular response to hydrogen peroxide	7/74	67/18870	7.689901752465771e-9	1.29747474976553e-7	5.01371682464739e-8	BECN1/CAT/IL6/NFE2L2/RELA/RIPK1/TNFAIP3	7
BP	GO:0032602	chemokine production	8/74	105/18870	7.801660953245461e-9	1.30964937930877e-7	5.06076216790809e-8	HIF1A/HMOX1/IL10/IL1B/IL6/TGFB1/TLR9/TNF	8
BP	GO:0043620	regulation of DNA-templated transcription in response to stress	6/74	39/18870	8.710360316918741e-9	1.45480613980052e-7	5.62167858837818e-8	DDIT3/HIF1A/HMOX1/NFE2L2/RELA/TP53	6
BP	GO:0097530	granulocyte migration	9/74	156/18870	9.99578273964913e-9	1.66110821708642e-7	6.41887344402753e-8	CCL2/CXCL1/CXCL8/CXCR2/IL1A/IL1B/IL1R1/MAPK1/MAPK3	9
BP	GO:0042307	positive regulation of protein import into nucleus	6/74	40/18870	1.02158400463471e-8	1.68918915166349e-7	6.52738411382385e-8	CDH1/MAPK14/PIK3R1/PTGS2/SHH/TGFB1	6
BP	GO:0045765	regulation of angiogenesis	12/74	349/18870	1.04068976539577e-8	1.70381504145725e-7	6.58390164508811e-8	CXCL8/CXCR2/HIF1A/HMOX1/IL10/IL1A/IL1B/IL6/NFE2L2/NOS3/TNF/TNFAIP3	12
BP	GO:0045637	regulation of myeloid cell differentiation	10/74	213/18870	1.0407337114435e-8	1.70381504145725e-7	6.58390164508811e-8	CASP8/FADD/HIF1A/MAPK14/MTOR/MYC/PIK3R1/RIPK1/TGFB1/TNF	10
BP	GO:0048662	negative regulation of smooth muscle cell proliferation	7/74	70/18870	1.05017101609247e-8	1.71079583754572e-7	6.61087691748127e-8	CDKN1A/HMOX1/IL10/MFN2/NOS3/SOD2/TNFAIP3	7
BP	GO:0098754	detoxification	9/74	158/18870	1.11743225159986e-8	1.8114453215886e-7	6.99980780929943e-8	CAT/GPX1/GPX4/NFE2L2/NOS3/PTGS1/PTGS2/SOD1/SOD2	9
BP	GO:0008637	apoptotic mitochondrial changes	8/74	110/18870	1.12867100779128e-8	1.81190049648824e-7	7.00156670137258e-8	AKT1/BAX/BCL2/GPX1/MAPK8/MCL1/SOD2/TP53	8
BP	GO:0014013	regulation of gliogenesis	8/74	110/18870	1.12867100779128e-8	1.81190049648824e-7	7.00156670137258e-8	IL1B/IL6/MTOR/RELA/SHH/TGFB1/TNF/TP53	8
BP	GO:0016241	regulation of macroautophagy	9/74	159/18870	1.18079595887015e-8	1.88642137004038e-7	7.28953111654394e-8	AKT1/BECN1/CASP3/HIF1A/HMOX1/MAPK3/MAPK8/MTOR/TP53	9
BP	GO:0031668	cellular response to extracellular stimulus	11/74	281/18870	1.19594421817726e-8	1.89437348189733e-7	7.32025975848157e-8	BCL2/BECN1/CASR/CDKN1A/COL1A1/MAPK1/MAPK3/MAPK8/MTOR/NFE2L2/TP53	11
BP	GO:0055093	response to hyperoxia	5/74	20/18870	1.19723029246006e-8	1.89437348189733e-7	7.32025975848157e-8	CAT/CDKN1A/COL1A1/MMP2/SOD2	5
BP	GO:1901342	regulation of vasculature development	12/74	354/18870	1.21891783463559e-8	1.91950537101899e-7	7.41737469297044e-8	CXCL8/CXCR2/HIF1A/HMOX1/IL10/IL1A/IL1B/IL6/NFE2L2/NOS3/TNF/TNFAIP3	12
BP	GO:0014015	positive regulation of gliogenesis	7/74	72/18870	1.2824912719604e-8	1.99117306871975e-7	7.69431383325886e-8	IL1B/IL6/MTOR/RELA/SHH/TGFB1/TNF	7
BP	GO:0014823	response to activity	7/74	72/18870	1.2824912719604e-8	1.99117306871975e-7	7.69431383325886e-8	CAT/HIF1A/IL10/IL6/MMP2/SOD2/TNF	7
BP	GO:0032722	positive regulation of chemokine production	7/74	72/18870	1.2824912719604e-8	1.99117306871975e-7	7.69431383325886e-8	HIF1A/HMOX1/IL1B/IL6/TGFB1/TLR9/TNF	7
BP	GO:0006809	nitric oxide biosynthetic process	7/74	73/18870	1.41410543048397e-8	2.18525544794883e-7	8.44428919137996e-8	AKT1/IL10/IL1B/NOS3/PTGS2/SOD2/TNF	7
