ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0043405	regulation of MAP kinase activity	3/74	142/18870	0.0183364054273901	0.0352910510821966	0.0136372084776428	IL1B/TGFB1/TNF	3
BP	GO:0002762	negative regulation of myeloid leukocyte differentiation	2/74	53/18870	0.0183765315886128	0.0352910510821966	0.0136372084776428	MYC/PIK3R1	2
BP	GO:0006778	porphyrin-containing compound metabolic process	2/74	53/18870	0.0183765315886128	0.0352910510821966	0.0136372084776428	CYP1A2/HMOX1	2
BP	GO:0032210	regulation of telomere maintenance via telomerase	2/74	53/18870	0.0183765315886128	0.0352910510821966	0.0136372084776428	MAPK1/MAPK3	2
BP	GO:1902743	regulation of lamellipodium organization	2/74	53/18870	0.0183765315886128	0.0352910510821966	0.0136372084776428	MTOR/PIK3R1	2
BP	GO:1904645	response to amyloid-beta	2/74	53/18870	0.0183765315886128	0.0352910510821966	0.0136372084776428	MMP2/TNF	2
BP	GO:0003158	endothelium development	3/74	143/18870	0.0186776217651816	0.0357403755644261	0.0138108369599456	GPX1/IL1B/TNF	3
BP	GO:0009799	specification of symmetry	3/74	143/18870	0.0186776217651816	0.0357403755644261	0.0138108369599456	DDIT3/HIF1A/SHH	3
BP	GO:0009855	determination of bilateral symmetry	3/74	143/18870	0.0186776217651816	0.0357403755644261	0.0138108369599456	DDIT3/HIF1A/SHH	3
BP	GO:0032434	regulation of proteasomal ubiquitin-dependent protein catabolic process	3/74	143/18870	0.0186776217651816	0.0357403755644261	0.0138108369599456	AKT1/NFE2L2/SHH	3
BP	GO:0034341	response to type II interferon	3/74	143/18870	0.0186776217651816	0.0357403755644261	0.0138108369599456	CCL2/TNF/TP53	3
BP	GO:1903900	regulation of viral life cycle	3/74	143/18870	0.0186776217651816	0.0357403755644261	0.0138108369599456	BCL2/CXCL8/TNF	3
BP	GO:0001654	eye development	5/74	391/18870	0.0186861534172642	0.0357403755644261	0.0138108369599456	BAX/BCL2/HIF1A/MFN2/SHH	5
BP	GO:0010565	regulation of cellular ketone metabolic process	3/74	144/18870	0.0190223660418265	0.0363244811455546	0.0140365477092303	AKT1/IL1B/PTGS2	3
BP	GO:0030520	intracellular estrogen receptor signaling pathway	2/74	54/18870	0.0190354780239631	0.0363244811455546	0.0140365477092303	ESR1/ESR2	2
BP	GO:0050805	negative regulation of synaptic transmission	2/74	54/18870	0.0190354780239631	0.0363244811455546	0.0140365477092303	IL1B/PTGS2	2
BP	GO:0050873	brown fat cell differentiation	2/74	54/18870	0.0190354780239631	0.0363244811455546	0.0140365477092303	MAPK14/PTGS2	2
BP	GO:0150063	visual system development	5/74	395/18870	0.0194334079761362	0.0370624453155031	0.0143217126710553	BAX/BCL2/HIF1A/MFN2/SHH	5
BP	GO:0002204	somatic recombination of immunoglobulin genes involved in immune response	2/74	55/18870	0.0197042883571472	0.0374194669812416	0.0144596733930346	IL10/TGFB1	2
BP	GO:0002208	somatic diversification of immunoglobulins involved in immune response	2/74	55/18870	0.0197042883571472	0.0374194669812416	0.0144596733930346	IL10/TGFB1	2
BP	GO:0042304	regulation of fatty acid biosynthetic process	2/74	55/18870	0.0197042883571472	0.0374194669812416	0.0144596733930346	IL1B/PTGS2	2
BP	GO:0045190	isotype switching	2/74	55/18870	0.0197042883571472	0.0374194669812416	0.0144596733930346	IL10/TGFB1	2
BP	GO:1902930	regulation of alcohol biosynthetic process	2/74	55/18870	0.0197042883571472	0.0374194669812416	0.0144596733930346	NFKB1/SOD1	2
BP	GO:2000648	positive regulation of stem cell proliferation	2/74	55/18870	0.0197042883571472	0.0374194669812416	0.0144596733930346	KDM1A/TGFB1	2
BP	GO:0001508	action potential	3/74	146/18870	0.0197224466127318	0.0374194669812416	0.0144596733930346	MTOR/SOD1/TNF	3
BP	GO:0035107	appendage morphogenesis	3/74	146/18870	0.0197224466127318	0.0374194669812416	0.0144596733930346	BAX/COL3A1/SHH	3
BP	GO:0035108	limb morphogenesis	3/74	146/18870	0.0197224466127318	0.0374194669812416	0.0144596733930346	BAX/COL3A1/SHH	3
BP	GO:0014706	striated muscle tissue development	4/74	264/18870	0.0200769674702209	0.0380499942732433	0.0147033224731327	MAPK14/MTOR/SHH/TGFB1	4
BP	GO:0032006	regulation of TOR signaling	3/74	147/18870	0.0200777865155154	0.0380499942732433	0.0147033224731327	AKT1/HIF1A/MAPK3	3
BP	GO:0060986	endocrine hormone secretion	2/74	56/18870	0.0203828773120962	0.0385839583692629	0.014909657492173	CYP19A1/IL1B	2
BP	GO:0070542	response to fatty acid	2/74	56/18870	0.0203828773120962	0.0385839583692629	0.014909657492173	CAT/PTGS2	2
BP	GO:0048880	sensory system development	5/74	401/18870	0.0205908877467353	0.0389554152050649	0.0150531962691416	BAX/BCL2/HIF1A/MFN2/SHH	5
BP	GO:0038066	p38MAPK cascade	2/74	57/18870	0.0210711601139215	0.0397730174068141	0.0153691350506493	IL1B/MAPK14	2
BP	GO:0042733	embryonic digit morphogenesis	2/74	57/18870	0.0210711601139215	0.0397730174068141	0.0153691350506493	BAX/SHH	2
BP	GO:0044088	regulation of vacuole organization	2/74	57/18870	0.0210711601139215	0.0397730174068141	0.0153691350506493	BECN1/MTOR	2
BP	GO:0061005	cell differentiation involved in kidney development	2/74	57/18870	0.0210711601139215	0.0397730174068141	0.0153691350506493	ACTA2/SHH	2
BP	GO:0002832	negative regulation of response to biotic stimulus	3/74	150/18870	0.0211650222761148	0.0399046343598129	0.0154199946247395	AKT1/TGFB1/TNFAIP3	3
BP	GO:0045667	regulation of osteoblast differentiation	3/74	150/18870	0.0211650222761148	0.0399046343598129	0.0154199946247395	AREG/IL6/TNF	3
BP	GO:0071322	cellular response to carbohydrate stimulus	3/74	151/18870	0.0215345099855819	0.0405781336309511	0.0156802489863526	CASR/GPX1/HIF1A	3
BP	GO:0001706	endoderm formation	2/74	58/18870	0.0217690524863818	0.0409733958864341	0.0158329866809259	FN1/MMP2	2
BP	GO:0031102	neuron projection regeneration	2/74	58/18870	0.0217690524863818	0.0409733958864341	0.0158329866809259	BCL2/MMP2	2
BP	GO:0009948	anterior/posterior axis specification	2/74	59/18870	0.0224764706493635	0.0422087952512464	0.0163103711218669	DDIT3/SHH	2
BP	GO:0031638	zymogen activation	2/74	59/18870	0.0224764706493635	0.0422087952512464	0.0163103711218669	CASP8/FADD	2
BP	GO:0043616	keratinocyte proliferation	2/74	59/18870	0.0224764706493635	0.0422087952512464	0.0163103711218669	AREG/CDKN1A	2
BP	GO:0050881	musculoskeletal movement	2/74	59/18870	0.0224764706493635	0.0422087952512464	0.0163103711218669	MTOR/TNF	2
BP	GO:0006352	DNA-templated transcription initiation	3/74	154/18870	0.0226642110897888	0.0425371998149441	0.0164372735904197	ESR1/NFKB1/TP53	3
BP	GO:0044839	cell cycle G2/M phase transition	3/74	155/18870	0.0230478587516392	0.043232710658917	0.0167060336892796	CDC25B/CDKN1A/TP53	3
BP	GO:0002381	immunoglobulin production involved in immunoglobulin-mediated immune response	2/74	60/18870	0.023193331316371	0.0433825490176691	0.0167639343999014	IL10/TGFB1	2
BP	GO:0008347	glial cell migration	2/74	60/18870	0.023193331316371	0.0433825490176691	0.0167639343999014	CCL2/COL3A1	2
BP	GO:0050879	multicellular organismal movement	2/74	60/18870	0.023193331316371	0.0433825490176691	0.0167639343999014	MTOR/TNF	2
BP	GO:0061462	protein localization to lysosome	2/74	60/18870	0.023193331316371	0.0433825490176691	0.0167639343999014	AKT1/BECN1	2
BP	GO:0071384	cellular response to corticosteroid stimulus	2/74	60/18870	0.023193331316371	0.0433825490176691	0.0167639343999014	CASP9/SGK1	2
BP	GO:0000723	telomere maintenance	3/74	156/18870	0.0234350469272728	0.0438098927012387	0.0169290690367494	MAPK1/MAPK3/MYC	3
BP	GO:0007043	cell-cell junction assembly	3/74	157/18870	0.0238257754702141	0.0444900279390163	0.0171918876762102	CDH1/IL1B/TNF	3
BP	GO:0030902	hindbrain development	3/74	157/18870	0.0238257754702141	0.0444900279390163	0.0171918876762102	BCL2/SHH/TP53	3
BP	GO:0006611	protein export from nucleus	2/74	61/18870	0.0239195516920307	0.0445143260807796	0.0172012769920476	IL1B/TGFB1	2
BP	GO:0006940	regulation of smooth muscle contraction	2/74	61/18870	0.0239195516920307	0.0445143260807796	0.0172012769920476	PTGS2/SOD1	2
BP	GO:0010921	regulation of phosphatase activity	2/74	61/18870	0.0239195516920307	0.0445143260807796	0.0172012769920476	MTOR/TNF	2
BP	GO:0048599	oocyte development	2/74	61/18870	0.0239195516920307	0.0445143260807796	0.0172012769920476	BCL2/CDC25B	2
BP	GO:0060350	endochondral bone morphogenesis	2/74	61/18870	0.0239195516920307	0.0445143260807796	0.0172012769920476	COL1A1/COL3A1	2
BP	GO:1904356	regulation of telomere maintenance via telomere lengthening	2/74	61/18870	0.0239195516920307	0.0445143260807796	0.0172012769920476	MAPK1/MAPK3	2
BP	GO:0048284	organelle fusion	3/74	158/18870	0.024220044058761	0.0450481921835335	0.0174075741444176	BAX/MCL1/MFN2	3
BP	GO:0033013	tetrapyrrole metabolic process	2/74	62/18870	0.0246550494696042	0.0457286868177123	0.0176705316622484	CYP1A2/HMOX1	2
BP	GO:0043030	regulation of macrophage activation	2/74	62/18870	0.0246550494696042	0.0457286868177123	0.0176705316622484	IL10/IL6	2
BP	GO:0060261	positive regulation of transcription initiation by RNA polymerase II	2/74	62/18870	0.0246550494696042	0.0457286868177123	0.0176705316622484	NFKB1/TP53	2
BP	GO:0090303	positive regulation of wound healing	2/74	62/18870	0.0246550494696042	0.0457286868177123	0.0176705316622484	MTOR/NFE2L2	2
BP	GO:1903053	regulation of extracellular matrix organization	2/74	62/18870	0.0246550494696042	0.0457286868177123	0.0176705316622484	IL6/TGFB1	2
BP	GO:0016447	somatic recombination of immunoglobulin gene segments	2/74	63/18870	0.0253997428285152	0.0470571145848178	0.0181838642452115	IL10/TGFB1	2
BP	GO:0040014	regulation of multicellular organism growth	2/74	63/18870	0.0253997428285152	0.0470571145848178	0.0181838642452115	BCL2/SOD1	2
BP	GO:0043462	regulation of ATP-dependent activity	2/74	64/18870	0.0261535504318864	0.0483994355222431	0.0187025654430007	TLR9/TP53	2
BP	GO:0062208	positive regulation of pattern recognition receptor signaling pathway	2/74	64/18870	0.0261535504318864	0.0483994355222431	0.0187025654430007	MAPK8/TLR9	2
BP	GO:0001947	heart looping	2/74	65/18870	0.026916391424089	0.0495891400776948	0.0191622924432453	HIF1A/SHH	2
BP	GO:0009994	oocyte differentiation	2/74	65/18870	0.026916391424089	0.0495891400776948	0.0191622924432453	BCL2/CDC25B	2
BP	GO:0030199	collagen fibril organization	2/74	65/18870	0.026916391424089	0.0495891400776948	0.0191622924432453	COL1A1/COL3A1	2
BP	GO:0032613	interleukin-10 production	2/74	65/18870	0.026916391424089	0.0495891400776948	0.0191622924432453	IL6/TLR9	2
BP	GO:0032653	regulation of interleukin-10 production	2/74	65/18870	0.026916391424089	0.0495891400776948	0.0191622924432453	IL6/TLR9	2
BP	GO:0045453	bone resorption	2/74	65/18870	0.026916391424089	0.0495891400776948	0.0191622924432453	IL6/TNFAIP3	2
BP	GO:0045668	negative regulation of osteoblast differentiation	2/74	65/18870	0.026916391424089	0.0495891400776948	0.0191622924432453	AREG/TNF	2
BP	GO:0098930	axonal transport	2/74	65/18870	0.026916391424089	0.0495891400776948	0.0191622924432453	HIF1A/SOD1	2
CC	GO:0031968	organelle outer membrane	10/75	246/19886	2.86417386108806e-8	0.00000279816343741975	0.00000206668657488984	BAX/BCL2/BECN1/CASP8/HMOX1/MCL1/MFN2/MTOR/PGR/PTGS2	10
CC	GO:0019867	outer membrane	10/75	248/19886	3.0918933010163e-8	0.00000279816343741975	0.00000206668657488984	BAX/BCL2/BECN1/CASP8/HMOX1/MCL1/MFN2/MTOR/PGR/PTGS2	10
CC	GO:0005741	mitochondrial outer membrane	9/75	217/19886	1.25086387387335e-7	0.00000754687870570256	0.0000055740249818216	BAX/BCL2/BECN1/CASP8/HMOX1/MCL1/MFN2/MTOR/PGR	9
CC	GO:0097136	Bcl-2 family protein complex	3/75	10/19886	0.00000606675033608873	0.000274520452708	0.000202757182285	BAX/BCL2/MCL1	3
CC	GO:0005901	caveola	5/75	81/19886	0.0000136603584507583	0.0004945049759174	0.0003652348469992	CDH1/MAPK1/MAPK3/NOS3/PTGS2	5
CC	GO:0005788	endoplasmic reticulum lumen	8/75	313/19886	0.0000232700167141621	0.0007019788375438	0.0005184723022278	COL1A1/COL3A1/FN1/IL6/MAPK1/MAPK3/PTGS2/SHH	8
CC	GO:0044853	plasma membrane raft	5/75	112/19886	0.0000653215770232552	0.0016890293487441	0.0012474947792411	CDH1/MAPK1/MAPK3/NOS3/PTGS2	5
CC	GO:0045121	membrane raft	7/75	286/19886	0.0001018294255571	0.0020928312217912	0.0015457375118783	CDH1/MAPK1/MAPK3/NOS3/PTGS2/SHH/TNF	7
CC	GO:0098857	membrane microdomain	7/75	287/19886	0.0001040634309177	0.0020928312217912	0.0015457375118783	CDH1/MAPK1/MAPK3/NOS3/PTGS2/SHH/TNF	7
CC	GO:0034774	secretory granule lumen	7/75	322/19886	0.0002114294770654	0.0034383795380169	0.0025395417349703	CAT/CXCL1/FN1/MAPK1/MAPK14/NFKB1/TGFB1	7
CC	GO:0060205	cytoplasmic vesicle lumen	7/75	325/19886	0.0002237318885733	0.0034383795380169	0.0025395417349703	CAT/CXCL1/FN1/MAPK1/MAPK14/NFKB1/TGFB1	7
CC	GO:0031983	vesicle lumen	7/75	326/19886	0.0002279588643989	0.0034383795380169	0.0025395417349703	CAT/CXCL1/FN1/MAPK1/MAPK14/NFKB1/TGFB1	7
CC	GO:0005583	fibrillar collagen trimer	2/75	12/19886	0.0009039289607497	0.0116865101354079	0.0086315021064076	COL1A1/COL3A1	2
CC	GO:0098643	banded collagen fibril	2/75	12/19886	0.0009039289607497	0.0116865101354079	0.0086315021064076	COL1A1/COL3A1	2
CC	GO:0062023	collagen-containing extracellular matrix	7/75	429/19886	0.0011633631560412	0.0140379154162316	0.0103682190047189	ACTA2/COL1A1/COL3A1/FN1/MMP2/SHH/TGFB1	7
CC	GO:0031143	pseudopodium	2/75	18/19886	0.0020649896643068	0.0233601955774709	0.0172535320636162	MAPK1/MAPK3	2
CC	GO:0098644	complex of collagen trimers	2/75	21/19886	0.0028136346240864	0.0299569333505674	0.022125795495912	COL1A1/COL3A1	2
CC	GO:0017053	transcription repressor complex	3/75	77/19886	0.0030854219816678	0.0310256321489929	0.0229151223199889	HDAC4/MYC/TP53	3
CC	GO:0046930	pore complex	2/75	26/19886	0.004301707087561	0.0409794201499238	0.0302668587324241	BAX/BCL2	2
CC	GO:0005942	phosphatidylinositol 3-kinase complex	2/75	29/19886	0.0053347300304943	0.0482793067759739	0.0356584586248833	BECN1/PIK3R1	2
MF	GO:0005126	cytokine receptor binding	15/75	273/18496	2.41735850913606e-13	7.01033967649458e-11	4.19857004218369e-11	CASP3/CASP8/CCL2/CXCL1/CXCL8/FADD/IL10/IL1A/IL1B/IL6/PIK3R1/RIPK1/TGFB1/TLR9/TNF	15
MF	GO:0020037	heme binding	10/75	141/18496	2.61064956603228e-10	2.70610901215164e-8	1.62071864611623e-8	CAT/CYCS/CYP17A1/CYP19A1/CYP1A2/CYP2D6/HMOX1/NOS3/PTGS1/PTGS2	10
MF	GO:0002020	protease binding	10/75	142/18496	2.79942311601894e-10	2.70610901215164e-8	1.62071864611623e-8	BCL2/CASP3/COL1A1/COL3A1/FADD/FN1/IL1R1/TNF/TNFAIP3/TP53	10
MF	GO:0046906	tetrapyrrole binding	10/75	151/18496	5.12837059535322e-10	3.71806868163109e-8	2.22679249535074e-8	CAT/CYCS/CYP17A1/CYP19A1/CYP1A2/CYP2D6/HMOX1/NOS3/PTGS1/PTGS2	10
MF	GO:0005125	cytokine activity	10/75	237/18496	3.94717005773676e-8	0.00000160114454491026	9.589431938664e-7	AREG/CCL2/CXCL1/CXCL8/IL10/IL1A/IL1B/IL6/TGFB1/TNF	10
MF	GO:0031625	ubiquitin protein ligase binding	11/75	308/18496	4.33961698058053e-8	0.00000160114454491026	9.589431938664e-7	BCL2/BECN1/CASP8/CDKN1A/HIF1A/MFN2/NFE2L2/RELA/RIPK1/SQSTM1/TP53	11
MF	GO:0016209	antioxidant activity	7/75	83/18496	4.39518783127032e-8	0.00000160114454491026	9.589431938664e-7	CAT/GPX1/GPX4/PTGS1/PTGS2/SOD1/SOD2	7
MF	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	9/75	179/18496	4.41695046871797e-8	0.00000160114454491026	9.589431938664e-7	CYP17A1/CYP19A1/CYP1A2/CYP2D6/HMOX1/KDM1A/NOS3/PTGS1/PTGS2	9
MF	GO:0140297	DNA-binding transcription factor binding	13/75	477/18496	5.59503001215582e-8	0.00000180284300391687	0.00000107974263392481	BCL2/CDKN2A/DDIT3/ESR1/HDAC4/HIF1A/KDM1A/MAPK14/MAPK3/MYC/NFE2L2/RELA/TP53	13
MF	GO:0044389	ubiquitin-like protein ligase binding	11/75	327/18496	7.97239012287425e-8	0.00000212298705265584	0.00000127148044895903	BCL2/BECN1/CASP8/CDKN1A/HIF1A/MFN2/NFE2L2/RELA/RIPK1/SQSTM1/TP53	11
MF	GO:0070513	death domain binding	4/75	11/18496	8.05270951007387e-8	0.00000212298705265584	0.00000127148044895903	BAX/BCL2/MCL1/RIPK1	4
MF	GO:0004707	MAP kinase activity	4/75	16/18496	4.37345206405339e-7	0.0000105691758214624	0.00000632999640849833	MAPK1/MAPK14/MAPK3/MAPK8	4
MF	GO:0019902	phosphatase binding	8/75	189/18496	9.63574506723128e-7	0.0000213534013293284	0.0000127887884549517	BCL2/MAPK1/MAPK14/MAPK3/MAPK8/PIK3R1/SOD1/TP53	8
MF	GO:0004712	protein serine/threonine/tyrosine kinase activity	5/75	45/18496	0.00000103085385727792	0.0000213534013293284	0.0000127887884549517	AKT1/MAPK1/MAPK14/MAPK3/SGK1	5
MF	GO:0061629	RNA polymerase II-specific DNA-binding transcription factor binding	10/75	344/18496	0.00000123307655054684	0.000023839479977239	0.0000142777284800161	CDKN2A/DDIT3/ESR1/HDAC4/HIF1A/KDM1A/MAPK14/NFE2L2/RELA/TP53	10
MF	GO:0005123	death receptor binding	4/75	21/18496	0.00000141626608749222	0.0000245074533914377	0.0000146777851527667	CASP3/CASP8/FADD/RIPK1	4
MF	GO:0070851	growth factor receptor binding	7/75	138/18496	0.00000143664381949807	0.0000245074533914377	0.0000146777851527667	AREG/IL10/IL1A/IL1B/IL1R1/IL6/TLR9	7
MF	GO:0032813	tumor necrosis factor receptor superfamily binding	5/75	49/18496	0.00000158875642797632	0.0000255966313396185	0.0000153301058839821	CASP3/CASP8/FADD/RIPK1/TNF	5
MF	GO:0004601	peroxidase activity	5/75	55/18496	0.00000284408015732678	0.0000434096445065667	0.0000259985166736243	CAT/GPX1/GPX4/PTGS1/PTGS2	5
MF	GO:0016684	oxidoreductase activity, acting on peroxide as acceptor	5/75	57/18496	0.00000340167734765678	0.0000493243215410232	0.0000295408822296509	CAT/GPX1/GPX4/PTGS1/PTGS2	5
MF	GO:0004497	monooxygenase activity	6/75	104/18496	0.00000401856114513638	0.0000554944158137881	0.0000332362199973686	CYP17A1/CYP19A1/CYP1A2/CYP2D6/HMOX1/NOS3	6
MF	GO:0001221	transcription coregulator binding	6/75	112/18496	0.0000061759694746024	0.000081410506710668	0.0000487576537468611	ESR1/HIF1A/MYC/NFE2L2/PGR/RELA	6
MF	GO:0034056	estrogen response element binding	3/75	11/18496	0.0000103224351821705	0.0001301524436012	0.0000779497393619281	ESR1/ESR2/PGR	3
MF	GO:0004861	cyclin-dependent protein serine/threonine kinase inhibitor activity	3/75	12/18496	0.0000137231069630237	0.000159188040771	0.0000953394799536382	CASP3/CDKN1A/CDKN2A	3
MF	GO:0097153	cysteine-type endopeptidase activity involved in apoptotic process	3/75	12/18496	0.0000137231069630237	0.000159188040771	0.0000953394799536382	CASP3/CASP8/CASP9	3
MF	GO:0030291	protein serine/threonine kinase inhibitor activity	4/75	37/18496	0.0000148795080274591	0.0001659637433831	0.0000993975232603542	AKT1/CASP3/CDKN1A/CDKN2A	4
MF	GO:0019903	protein phosphatase binding	6/75	142/18496	0.0000239972138660353	0.0002577478526351	0.000154368042413	BCL2/MAPK14/MAPK8/PIK3R1/SOD1/TP53	6
MF	GO:0016712	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen	4/75	43/18496	0.0000272965081596517	0.0002827138345106	0.0001693204453512	CYP19A1/CYP1A2/CYP2D6/HMOX1	4
MF	GO:0001223	transcription coactivator binding	4/75	44/18496	0.0000299342380547061	0.000299342380547	0.0001792794656633	ESR1/HIF1A/PGR/RELA	4
MF	GO:0005149	interleukin-1 receptor binding	3/75	17/18496	0.0000418022199968244	0.0004040881266359	0.0002420128526131	IL1A/IL1B/TLR9	3
MF	GO:0004708	MAP kinase kinase activity	3/75	18/18496	0.0000500165017690834	0.000467896306872	0.0002802282781629	MAPK1/MAPK14/MAPK3	3
MF	GO:0004674	protein serine/threonine kinase activity	9/75	427/18496	0.0000558759187553274	0.0005063755137201	0.0003032739011391	AKT1/MAPK1/MAPK14/MAPK3/MAPK8/MTOR/RIPK1/SGK1/SQSTM1	9
